start,end,CellId,IMSI,RNTI,LCID,nTxPDUs,TxBytes,nRxPDUs,RxBytes,delay,stdDev,min,max,PduSize,stdDev,min,max
0.5,0.75,1,1,1,3,3,3162,3,3162,0.0122619,0.00057735,0.0119286,0.0129286,1054,0,1054,1054
0.75,1,1,1,1,3,2,2108,2,2108,0.0119286,0,0.0119286,0.0119286,1054,0,1054,1054
1,1.25,1,1,1,3,1,1054,1,1054,0.0119286,0,0.0119286,0.0119286,1054,0,1054,1054
